heart_rate,motion,GSR,battery_info,time
67.9,10.0035,0.827951647623779,72.8,2019/11/26 22:01:29
69.4,9.948,0.79120233088119,68.6,2019/11/26 22:01:30
65.9,10.7007,0.765462379618751,70.9,2019/11/26 22:01:31
60,9.8685,0.706688958694306,69.6,2019/11/26 22:01:32
54.2,10.0579,0.690631603170517,69.8,2019/11/26 22:01:33
50.1,9.7368,0.680318543294289,68.7,2019/11/26 22:01:34
47.9,10.6103,0.679440295015026,69.2,2019/11/26 22:01:35
46.9,9.4054,0.683573723426071,69,2019/11/26 22:01:36
46.1,10.6276,0.652741984374235,68.2,2019/11/26 22:01:37
44.9,10.6703,0.654728796144866,68,2019/11/26 22:01:38
43.1,10.1532,0.64468299389228,68,2019/11/26 22:01:39
41.2,9.6812,0.656793192731434,68,2019/11/26 22:01:40
41.2,10.4743,0.677323296323286,68,2019/11/26 22:01:41
41.2,10.3181,0.700549953184447,68,2019/11/26 22:01:42
41.2,10.2539,0.677093912925723,68,2019/11/26 22:01:43
40,10.0836,0.669792439487921,68,2019/11/26 22:01:44
40.4,9.759,0.661966721204445,68,2019/11/26 22:01:45
40.5,9.7707,0.690394074812073,68,2019/11/26 22:01:46
40.3,9.7553,0.720097933318931,68,2019/11/26 22:01:47
40,9.971,0.742170142180113,68,2019/11/26 22:01:48
40,9.7213,0.74900771624933,68,2019/11/26 22:01:49
40,9.7297,0.770297334771222,68,2019/11/26 22:01:50
40,10.5197,0.780396826365939,68,2019/11/26 22:01:51
40,10.291,0.727990612357943,68,2019/11/26 22:01:52
40,9.4596,0.706938801114354,68,2019/11/26 22:01:53
40,10.2951,0.690750846169787,68,2019/11/26 22:01:54
40,10.2129,0.686718938261029,68,2019/11/26 22:01:55
40,9.8262,0.694251610163435,68,2019/11/26 22:01:56
41,10.028,0.699741095794556,68,2019/11/26 22:01:57
42.5,10.2324,0.702271919568892,68,2019/11/26 22:01:58
44,9.453,0.702148588485118,68,2019/11/26 22:01:59
