Motion_dataX,Motion_dataY,Motion_dataZ,csv_time_motion
-0.08134765625,4.3927734375,-8.275927734375,2019-12-05 22:28:47
0.739306640625,5.964697265625,-8.58935546875,2019-12-05 22:28:47
3.25390625,7.60361328125,-9.907666015625,2019-12-05 22:28:47
-2.385400390625,10.261767578125,-3.036181640625,2019-12-05 22:28:47
5.3115234375,6.86669921875,-9.864599609375,2019-12-05 22:28:47
4.20615234375,6.203955078125,-10.649365234375,2019-12-05 22:28:47
4.0099609375,6.232666015625,-9.754541015625,2019-12-05 22:28:47
3.490771484375,5.409619140625,-7.165771484375,2019-12-05 22:28:47
2.993115234375,4.911962890625,-6.022119140625,2019-12-05 22:28:47
2.246630859375,6.170458984375,-8.256787109375,2019-12-05 22:28:47
0.246435546875,5.187109375,-10.4986328125,2019-12-05 22:28:47
0.796728515625,5.1392578125,-9.084619140625,2019-12-05 22:28:47
3.380712890625,6.189599609375,-10.1349609375,2019-12-05 22:28:47
3.8951171875,5.165576171875,-9.165966796875,2019-12-05 22:28:47
3.37353515625,4.97177734375,-8.653955078125,2019-12-05 22:28:47
3.064892578125,7.08203125,-6.467138671875,2019-12-05 22:28:47
2.469140625,8.103662109375,-7.634716796875,2019-12-05 22:28:47
3.710888671875,7.663427734375,-9.91484375,2019-12-05 22:28:47
1.4642578125,7.821337890625,-9.91484375,2019-12-05 22:28:47
0.734521484375,10.5751953125,-11.3408203125,2019-12-05 22:28:47
3.57451171875,5.15361328125,-9.481787109375,05-Dec-2019 22:28:48
5.289990234375,5.586669921875,-7.768701171875,05-Dec-2019 22:28:48
5.289990234375,6.668115234375,-9.615771484375,05-Dec-2019 22:28:48
4.098486328125,7.94814453125,-7.457666015625,05-Dec-2019 22:28:48
4.280322265625,4.251611328125,-6.022119140625,05-Dec-2019 22:28:48
5.022021484375,3.131884765625,-7.141845703125,05-Dec-2019 22:28:48
2.45478515625,3.198876953125,-7.7615234375,05-Dec-2019 22:28:48
2.490673828125,5.993408203125,-6.69443359375,05-Dec-2019 22:28:48
-1.6748046875,17.961083984375,-6.5078125,05-Dec-2019 22:28:48
4.213330078125,9.606201171875,-7.299755859375,05-Dec-2019 22:28:48
5.419189453125,8.72333984375,-11.52265625,05-Dec-2019 22:28:48
3.6271484375,5.1009765625,-10.611083984375,05-Dec-2019 22:28:48
3.52666015625,4.859326171875,-9.819140625,05-Dec-2019 22:28:48
3.4166015625,6.739892578125,-9.819140625,05-Dec-2019 22:28:48
1.55517578125,7.012646484375,-7.405029296875,05-Dec-2019 22:28:48
0.2392578125,3.840087890625,-6.878662109375,05-Dec-2019 22:28:48
-0.533544921875,4.811474609375,-8.634814453125,05-Dec-2019 22:28:48
3.10556640625,6.089111328125,-9.2640625,05-Dec-2019 22:28:48
4.3544921875,6.055615234375,-8.003173828125,05-Dec-2019 22:28:48
3.825732421875,10.37421875,-7.98642578125,05-Dec-2019 22:28:48
1.552783203125,10.831201171875,-8.740087890625,05-Dec-2019 22:28:49
1.576708984375,7.625146484375,-11.190087890625,05-Dec-2019 22:28:49
5.036376953125,4.49326171875,-9.666015625,05-Dec-2019 22:28:49
4.88564453125,6.787744140625,-9.711474609375,05-Dec-2019 22:28:49
2.8998046875,9.3693359375,-7.80458984375,05-Dec-2019 22:28:49
4.59853515625,4.28271484375,-7.3787109375,05-Dec-2019 22:28:49
5.39765625,2.11025390625,-6.680078125,05-Dec-2019 22:28:49
2.600732421875,1.954736328125,-7.1298828125,05-Dec-2019 22:28:49
2.198779296875,3.92861328125,-8.208935546875,05-Dec-2019 22:28:49
2.4978515625,13.3123046875,-5.213427734375,05-Dec-2019 22:28:49
7.433740234375,13.869775390625,-7.49833984375,05-Dec-2019 22:28:49
4.935888671875,4.25400390625,-11.52744140625,05-Dec-2019 22:28:49
3.56494140625,4.5841796875,-10.95322265625,05-Dec-2019 22:28:49
3.8759765625,6.258984375,-9.945947265625,05-Dec-2019 22:28:49
3.462060546875,7.23994140625,-8.21611328125,05-Dec-2019 22:28:49
1.844677734375,5.54599609375,-6.5173828125,05-Dec-2019 22:28:49
0.466552734375,3.70849609375,-7.122705078125,05-Dec-2019 22:28:49
0.11484375,4.734912109375,-10.276123046875,05-Dec-2019 22:28:49
4.041064453125,6.9384765625,-8.61328125,05-Dec-2019 22:28:49
4.687060546875,7.01982421875,-7.7806640625,05-Dec-2019 22:28:49
1.88056640625,15.22158203125,-8.027099609375,05-Dec-2019 22:28:50
1.342236328125,6.787744140625,-9.835888671875,05-Dec-2019 22:28:50
1.40205078125,4.519580078125,-11.51787109375,05-Dec-2019 22:28:50
5.050732421875,5.534033203125,-10.07275390625,05-Dec-2019 22:28:50
5.634521484375,5.452685546875,-9.11572265625,05-Dec-2019 22:28:50
5.148828125,7.101171875,-6.9193359375,05-Dec-2019 22:28:50
3.03857421875,5.313916015625,-5.67998046875,05-Dec-2019 22:28:50
4.414306640625,3.505126953125,-5.359375,05-Dec-2019 22:28:50
3.586474609375,2.198779296875,-8.826220703125,05-Dec-2019 22:28:50
3.89990234375,4.766015625,-8.491259765625,05-Dec-2019 22:28:50
2.45478515625,8.759228515625,-2.830419921875,05-Dec-2019 22:28:50
6.43603515625,13.467822265625,-7.503125,05-Dec-2019 22:28:50
3.170166015625,6.921728515625,-11.3216796875,05-Dec-2019 22:28:50
3.9908203125,5.979052734375,-9.931591796875,05-Dec-2019 22:28:50
4.806689453125,5.41201171875,-10.431640625,05-Dec-2019 22:28:50
4.17744140625,7.184912109375,-9.658837890625,05-Dec-2019 22:28:50
2.131787109375,6.309228515625,-7.06767578125,05-Dec-2019 22:28:50
0.83740234375,3.835302734375,-6.79013671875,05-Dec-2019 22:28:50
0.69384765625,4.35927734375,-8.25439453125,05-Dec-2019 22:28:50
3.1103515625,5.9240234375,-9.888525390625,05-Dec-2019 22:28:50
4.115234375,7.869189453125,-8.0390625,05-Dec-2019 22:28:51
0.17705078125,16.200146484375,-8.3548828125,05-Dec-2019 22:28:51
3.385498046875,7.4265625,-11.371923828125,05-Dec-2019 22:28:51
2.414111328125,5.122509765625,-11.005859375,05-Dec-2019 22:28:51
5.25888671875,4.902392578125,-9.563134765625,05-Dec-2019 22:28:51
5.663232421875,5.9048828125,-8.575,05-Dec-2019 22:28:51
4.78515625,9.46982421875,-6.668115234375,05-Dec-2019 22:28:51
3.222802734375,4.251611328125,-6.132177734375,05-Dec-2019 22:28:51
4.969384765625,3.17734375,-5.99580078125,05-Dec-2019 22:28:51
3.361572265625,2.296875,-8.787939453125,05-Dec-2019 22:28:51
3.1869140625,4.299462890625,-8.740087890625,05-Dec-2019 22:28:51
1.74658203125,16.5087890625,-8.213720703125,05-Dec-2019 22:28:51
4.09609375,9.1587890625,-9.960302734375,05-Dec-2019 22:28:51
4.37841796875,6.58916015625,-10.505810546875,05-Dec-2019 22:28:51
4.251611328125,5.725439453125,-9.539208984375,05-Dec-2019 22:28:51
4.940673828125,5.72783203125,-11.041748046875,05-Dec-2019 22:28:51
4.098486328125,7.481591796875,-9.204248046875,05-Dec-2019 22:28:51
2.70361328125,5.837890625,-6.76142578125,05-Dec-2019 22:28:51
1.634130859375,4.42626953125,-6.366650390625,05-Dec-2019 22:28:51
-0.356494140625,4.42626953125,-8.787939453125,05-Dec-2019 22:28:51
2.447607421875,6.756640625,-7.390673828125,05-Dec-2019 22:28:52
0.064599609375,8.615673828125,-6.146533203125,05-Dec-2019 22:28:52
3.03857421875,10.06796875,-12.93427734375,05-Dec-2019 22:28:52
3.51708984375,9.864599609375,-9.534423828125,05-Dec-2019 22:28:52
6.438427734375,5.0818359375,-8.988916015625,05-Dec-2019 22:28:52
5.32109375,6.763818359375,-9.61337890625,05-Dec-2019 22:28:52
4.92392578125,7.47919921875,-7.591650390625,05-Dec-2019 22:28:52
4.955029296875,4.4884765625,-6.0580078125,05-Dec-2019 22:28:52
3.883154296875,2.8328125,-4.950244140625,05-Dec-2019 22:28:52
3.232373046875,3.591259765625,-8.113232421875,05-Dec-2019 22:28:52
3.256298828125,6.02451171875,-9.24013671875,05-Dec-2019 22:28:52
-3.600830078125,17.382080078125,-6.715966796875,05-Dec-2019 22:28:52
-3.07685546875,10.802490234375,-7.558154296875,05-Dec-2019 22:28:52
2.299267578125,6.08671875,-10.008154296875,05-Dec-2019 22:28:52
4.854541015625,7.644287109375,-9.436328125,05-Dec-2019 22:28:52
4.2587890625,5.53642578125,-9.48896484375,05-Dec-2019 22:28:52
5.026806640625,7.237548828125,-8.778369140625,05-Dec-2019 22:28:52
4.323388671875,5.945556640625,-6.940869140625,05-Dec-2019 22:28:52
2.208349609375,4.653564453125,-6.79970703125,05-Dec-2019 22:28:52
1.4642578125,4.533935546875,-8.9865234375,05-Dec-2019 22:28:52
0.43544921875,5.02919921875,-9.084619140625,05-Dec-2019 22:28:53
2.997900390625,5.78525390625,-7.9912109375,05-Dec-2019 22:28:53
0.064599609375,7.357177734375,-6.529345703125,05-Dec-2019 22:28:53
2.825634765625,8.9673828125,-10.912548828125,05-Dec-2019 22:28:53
0.581396484375,9.35498046875,-10.72353515625,05-Dec-2019 22:28:53
5.01484375,7.59404296875,-9.06787109375,05-Dec-2019 22:28:53
6.180029296875,5.328271484375,-9.4458984375,05-Dec-2019 22:28:53
4.490869140625,8.728125,-9.108544921875,05-Dec-2019 22:28:53
3.304150390625,5.952734375,-7.3212890625,05-Dec-2019 22:28:53
5.639306640625,3.395068359375,-6.567626953125,05-Dec-2019 22:28:53
2.466748046875,3.155810546875,-6.1537109375,05-Dec-2019 22:28:53
2.548095703125,3.959716796875,-7.69931640625,05-Dec-2019 22:28:53
2.337548828125,7.352392578125,-8.630029296875,05-Dec-2019 22:28:53
-6.1154296875,19.272216796875,-3.25390625,05-Dec-2019 22:28:53
0.5072265625,6.39775390625,-9.41240234375,05-Dec-2019 22:28:53
3.715673828125,6.06279296875,-11.132666015625,05-Dec-2019 22:28:53
5.88095703125,5.644091796875,-9.835888671875,05-Dec-2019 22:28:53
4.667919921875,6.01494140625,-9.68994140625,05-Dec-2019 22:28:53
4.27314453125,6.869091796875,-8.984130859375,05-Dec-2019 22:28:53
3.4931640625,5.85703125,-7.160986328125,05-Dec-2019 22:28:53
1.7130859375,4.883251953125,-7.5126953125,05-Dec-2019 22:28:54
0.2966796875,5.01005859375,-9.012841796875,05-Dec-2019 22:28:54
2.543310546875,4.275537109375,-9.548779296875,05-Dec-2019 22:28:54
4.17744140625,5.88095703125,-7.1107421875,05-Dec-2019 22:28:54
3.878369140625,9.706689453125,-6.840380859375,05-Dec-2019 22:28:54
1.634130859375,9.855029296875,-11.438916015625,05-Dec-2019 22:28:54
5.285205078125,7.017431640625,-8.60849609375,05-Dec-2019 22:28:54
6.09150390625,5.529248046875,-9.204248046875,05-Dec-2019 22:28:54
4.86171875,9.520068359375,-9.591845703125,05-Dec-2019 22:28:54
4.58896484375,5.4263671875,-7.625146484375,05-Dec-2019 22:28:54
3.868798828125,4.088916015625,-6.577197265625,05-Dec-2019 22:28:54
3.868798828125,2.660546875,-5.993408203125,05-Dec-2019 22:28:54
3.10078125,4.246826171875,-6.830810546875,05-Dec-2019 22:28:54
2.6796875,8.8908203125,-8.2591796875,05-Dec-2019 22:28:54
-5.763720703125,18.616650390625,-4.85693359375,05-Dec-2019 22:28:54
0.91875,6.66572265625,-10.60869140625,05-Dec-2019 22:28:54
4.60810546875,2.430859375,-9.8861328125,05-Dec-2019 22:28:54
5.261279296875,6.002978515625,-11.056103515625,05-Dec-2019 22:28:54
5.342626953125,6.5556640625,-9.1396484375,05-Dec-2019 22:28:54
4.536328125,6.62744140625,-7.3978515625,05-Dec-2019 22:28:54
3.19169921875,5.110546875,-6.452783203125,05-Dec-2019 22:28:55
2.0384765625,4.706201171875,-7.4169921875,05-Dec-2019 22:28:55
1.619775390625,4.734912109375,-9.500927734375,05-Dec-2019 22:28:55
2.964404296875,5.90009765625,-8.07734375,05-Dec-2019 22:28:55
2.954833984375,6.251806640625,-8.134765625,05-Dec-2019 22:28:55
3.021826171875,10.4412109375,-8.37880859375,05-Dec-2019 22:28:55
0.978564453125,10.754638671875,-10.71396484375,05-Dec-2019 22:28:55
5.189501953125,6.084326171875,-9.524853515625,05-Dec-2019 22:28:55
5.419189453125,5.299560546875,-9.036767578125,05-Dec-2019 22:28:55
4.093701171875,9.895703125,-9.13486328125,05-Dec-2019 22:28:55
4.663134765625,4.25400390625,-7.20166015625,05-Dec-2019 22:28:55
3.81376953125,3.22998046875,-7.055712890625,05-Dec-2019 22:28:55
2.1341796875,2.354296875,-6.787744140625,05-Dec-2019 22:28:55
3.06728515625,4.026708984375,-7.338037109375,05-Dec-2019 22:28:55
-5.8953125,18.19794921875,-7.433740234375,05-Dec-2019 22:28:55
5.45986328125,6.641796875,-12.50361328125,05-Dec-2019 22:28:55
3.0720703125,0.88046875,-10.386181640625,05-Dec-2019 22:28:55
4.519580078125,5.52685546875,-9.304736328125,05-Dec-2019 22:28:55
4.651171875,7.405029296875,-9.457861328125,05-Dec-2019 22:28:55
3.79462890625,6.127392578125,-7.55576171875,05-Dec-2019 22:28:55
1.8662109375,4.2587890625,-7.55576171875,05-Dec-2019 22:28:56
0.669921875,4.409521484375,-7.35,05-Dec-2019 22:28:56
-0.662744140625,5.950341796875,-9.103759765625,05-Dec-2019 22:28:56
3.524267578125,5.86181640625,-8.103662109375,05-Dec-2019 22:28:56
4.71337890625,7.495947265625,-7.151416015625,05-Dec-2019 22:28:56
3.61279296875,12.60888671875,-10.4986328125,05-Dec-2019 22:28:56
2.050439453125,9.137255859375,-10.233056640625,05-Dec-2019 22:28:56
1.79443359375,4.720556640625,-9.4458984375,05-Dec-2019 22:28:56
4.510009765625,5.811572265625,-9.07265625,05-Dec-2019 22:28:56
4.285107421875,6.495849609375,-8.874072265625,05-Dec-2019 22:28:56
5.3498046875,9.744970703125,-7.926611328125,05-Dec-2019 22:28:56
2.46435546875,3.160595703125,-6.677685546875,05-Dec-2019 22:28:56
2.576806640625,2.878271484375,-7.247119140625,05-Dec-2019 22:28:56
2.801708984375,2.2873046875,-7.816552734375,05-Dec-2019 22:28:56
2.61748046875,4.730126953125,-7.491162109375,05-Dec-2019 22:28:56
-6.34033203125,12.9390625,-3.45966796875,05-Dec-2019 22:28:56
4.519580078125,7.098779296875,-7.601220703125,05-Dec-2019 22:28:56
4.20615234375,0.11484375,-11.252294921875,05-Dec-2019 22:28:56
5.2828125,6.002978515625,-10.864697265625,05-Dec-2019 22:28:56
5.08662109375,7.37392578125,-9.81435546875,05-Dec-2019 22:28:56
3.567333984375,5.940771484375,-8.720947265625,05-Dec-2019 22:28:57
2.28251953125,4.46455078125,-7.15859375,05-Dec-2019 22:28:57
0.8900390625,4.55068359375,-7.180126953125,05-Dec-2019 22:28:57
-0.45458984375,6.19677734375,-8.941064453125,05-Dec-2019 22:28:57
3.897509765625,6.11064453125,-8.249609375,05-Dec-2019 22:28:57
5.03876953125,7.366748046875,-5.09619140625,05-Dec-2019 22:28:57
2.337548828125,11.745166015625,-10.776171875,05-Dec-2019 22:28:57
1.849462890625,8.017529296875,-9.91962890625,05-Dec-2019 22:28:57
3.835302734375,5.108154296875,-9.436328125,05-Dec-2019 22:28:57
6.414501953125,5.0626953125,-9.400439453125,05-Dec-2019 22:28:57
3.63671875,8.115625,-7.984033203125,05-Dec-2019 22:28:57
5.414404296875,5.897705078125,-7.390673828125,05-Dec-2019 22:28:57
2.90458984375,3.32568359375,-6.438427734375,05-Dec-2019 22:28:57
3.4931640625,2.82802734375,-6.816455078125,05-Dec-2019 22:28:57
3.02421875,2.686865234375,-8.385986328125,05-Dec-2019 22:28:57
-5.888134765625,5.56513671875,-5.90966796875,05-Dec-2019 22:28:57
0.91396484375,8.54150390625,-8.687451171875,05-Dec-2019 22:28:57
4.33056640625,1.49296875,-10.78095703125,05-Dec-2019 22:28:57
5.70869140625,5.55556640625,-9.548779296875,05-Dec-2019 22:28:57
5.983837890625,7.113134765625,-12.247607421875,05-Dec-2019 22:28:57
4.734912109375,6.538916015625,-10.357470703125,05-Dec-2019 22:28:58
3.3208984375,5.136865234375,-7.739990234375,05-Dec-2019 22:28:58
1.543212890625,4.03388671875,-6.376220703125,05-Dec-2019 22:28:58
1.1580078125,5.132080078125,-7.409814453125,05-Dec-2019 22:28:58
-0.720166015625,6.242236328125,-8.02470703125,05-Dec-2019 22:28:58
3.9716796875,6.883447265625,-7.40263671875,05-Dec-2019 22:28:58
2.79931640625,11.783447265625,-10.984326171875,05-Dec-2019 22:28:58
3.079248046875,9.366943359375,-11.388671875,05-Dec-2019 22:28:58
1.4451171875,6.969580078125,-9.343017578125,05-Dec-2019 22:28:58
5.878564453125,4.581787109375,-8.8908203125,05-Dec-2019 22:28:58
5.57470703125,6.208740234375,-8.3548828125,05-Dec-2019 22:28:58
4.84736328125,9.462646484375,-7.23994140625,05-Dec-2019 22:28:58
4.880859375,5.074658203125,-6.50302734375,05-Dec-2019 22:28:58
2.1150390625,2.4404296875,-7.216015625,05-Dec-2019 22:28:58
2.777783203125,2.5265625,-7.12509765625,05-Dec-2019 22:28:58
1.935595703125,3.797021484375,-7.68017578125,05-Dec-2019 22:28:58
-5.971875,11.084814453125,-1.76572265625,05-Dec-2019 22:28:58
4.615283203125,6.644189453125,-8.563037109375,05-Dec-2019 22:28:58
2.682080078125,6.644189453125,-10.01533203125,05-Dec-2019 22:28:58
5.179931640625,3.99560546875,-11.14462890625,05-Dec-2019 22:28:58
4.821044921875,6.964794921875,-9.821533203125,05-Dec-2019 22:28:59
4.09130859375,6.026904296875,-10.189990234375,05-Dec-2019 22:28:59
2.51220703125,5.378515625,-7.5126953125,05-Dec-2019 22:28:59
0.624462890625,5.16318359375,-6.373828125,05-Dec-2019 22:28:59
0.322998046875,5.493359375,-7.510302734375,05-Dec-2019 22:28:59
2.595947265625,5.9240234375,-7.598828125,05-Dec-2019 22:28:59
5.17275390625,6.87626953125,-7.1873046875,05-Dec-2019 22:28:59
5.112939453125,11.860009765625,-9.515283203125,05-Dec-2019 22:28:59
3.170166015625,9.1875,-11.587255859375,05-Dec-2019 22:28:59
0.949853515625,7.333251
